,Producator procesor,Tip procesor,Model procesor,Arhitectura,Numar nuclee,Frecventa nominala,Cache,Tehnologie procesor,Procesor grafic integrat,Diagonala display,Format display,Tehnologie display,Finisaj display,Rezolutie,Capacitate memorie,Tip memorie,Sloturi ocupate,Frecventa,Tip stocare,Capacitate SSD,Interfata SSD,Tip placa video,Chipset video,Camera WEB,Audio,Porturi,Cititor de carduri,Retea,Wireless,Tastatura numerica,Dimensiuni (W x H x D),Greutate,Securitate,Limba tastatura,Accesorii incluse,Culoare,Caracteristici cheie,Sistem de operare,Product name,New price,Old price,Reviews,Rating,Frecventa Turbo Boost,Unitate optica,Versiune Bluetooth,Platforma producator,Material,Autonomie baterie,Numar sloturi,Memorie integrata,Capacitate memorie maxima suportata,Capacitate HDD/SSHD,Viteza HDD,Tehnologii placa video,Tehnologii audio,Putere difuzoare,Model placa video,Capacitate memorie video,Tip memorie placa video,Producator difuzoare,Rata de refresh,Design,Touchscreen,Luminozitate,3G,4G
26,Intel,i5,9300H,,,4.1 GHz,,,,15.6 inch,Full HD,IPS,,1920 x 1080,8 GB,DDR4,,2666 MHz,SSD,512 GB,M.2,Dedicata,nVidia GeForce GTX,,Difuzoare stereo,1 x Mini DisplayPort1 x Audio In1 x USB type C1 x Kensington lock3 x USB 3.11 x HDMI 2.0,,,802.11 ac,Da,365 x 25.9 x 260 mm,2.3 Kg,Kensington Lock,Tastatura internationala,Cablu alimentare,Negru,Tastatura iluminataTouchpad care accepta gesturi de atingeri multipleDual Cooling FansEcran 300 nits,Free DOS,"Laptop Gaming Lenovo Legion Y540-15IRH cu procesor Intel Core i5-9300H pana la 4.10 GHz, 15.6"", Full HD, IPS, 8GB, 512GB SSD M.2, NVIDIA GeForce GTX 1660 Ti 6GB GDDR6, Free DOS, Black",4399.99,4999.99,4,4.75,,Nu,,,Plastic,5 h,,,,,,,Dolby Atmos,,GTX 1660 Ti,,GDDR6,,60 Hz,,,300 niti,,
27,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCDLED,Anti-Glare,1920 x 1080,4 GB,DDR4,1,,HDD,,,Integrata,,VGA,Difuzoare stereoMicrofon,2 x USB 2.02 x USB 3.11 x HDMI1 x Audio Out/Microfon,Micro SDMicro SDXC,,802.11 ac,Da,360 x 22.9 - 229 x 235 mm,1.9 Kg,Parola BIOSTPM,Tastatura internationala,Adaptor 45W,Gri,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura Chiclet,,"Laptop ASUS X509FA cu procesor Intel Core i5-8265U pana la 3.9GHz, 15.6"", Full HD, 4GB, 1TB HDD, Intel UHD Graphics 620, Free DOS, Slate Gray",2299.99,2799.99,3,5.00,3.9 GHz,,4.1,,,,,4096 MB,12 GB,,,,Sonic Master,,,,,,,,,,,
28,Intel,i7,9750H,Coffee Lake,6,2.6 GHz,12288 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,IPSWLED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2666 MHz,HDD + SSD,128 GB,M.2,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereoMicrofoane duale,1 x HDMI1 x RJ-451 x USB 3.1 type C3 x USB 3.11 x Audio Out/Microfon,SD,,802.11 b/g/n/ac,,360 x 23.4 x 256 mm,2.2 Kg,,Tastatura internationala,Adaptor 150W,Negru,Camera webTastatura iluminataAccelerometruHP Imagepad cu suport pentru gesturi de multi-atingere,Free DOS,"Laptop Gaming HP Pavilion - 15-dk0004nq cu procesor Intel Core i7-9750H pana la 4.50 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 1TB + 128GB SSD, NVIDIA GeForce GTX 1650 4GB, Free DOS, Shadow Black",4299.99,5199.99,1,3.00,4.5 GHz,Nu,5.0,HP Pavilion,,10 h,,,,1 TB,5400 rpm,DirectX 12nVidia 3D VisionnVidia CUDAnVidia PhysXnVIDIA Adaptive V-SyncnVidia FastSyncnVidia G-SyncnVidia AnselnVidia Simultaneous Multi-ProjectionnVidia GameStream,B&O PLAYHP Audio Boost,,GTX 1650,4096 MB,GDDR5,Bang & Olufsen,,,,250 niti,,
29,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,,SSD,256 GB,,Integrata,Intel UHD,VGA,Difuzoare stereoMicrofon,2 x USB 2.01 x USB 3.11 x HDMI1 x USB type C1 x Audio Out/Microfon,Micro SDMicro SDXC,,802.11 ac,Da,360 x 22.9 x 235 mm,1.9 Kg,Parola BIOSTPM,Tastatura internationala,Adaptor 45W,Gri,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura Chiclet,Windows 10 Home,"Laptop ASUS X509FA cu procesor Intel Core i5-8265U pana la 3.90 GHz Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Windows 10, SLATE GRAY",2599.99,3199.99,Adauga,,3.9 GHz,,4.1,,,,,4096 MB,12 GB,,,,ICEpowerSonic Master,,,,,,60 Hz,,,,,
30,Intel,i7,9750H,Coffee Lake,6,2.6 GHz,12288 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2666 MHz,SSD,256 GB,M.2,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereoMicrofoane duale,2 x USB 3.11 x Mini DisplayPort1 x RJ-451 x USB 3.1 type C1 x Audio Out/Microfon1 x HDMI 2.0,,10/100/1000,802.11 ac 2x2,Da,360 x 24.2 - 25.2 x 267 mm,2.3 Kg,Parola BIOSTPM 2.0 (Trusted Platform Module),Tastatura internationala,Adaptor 170W,Negru,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura ChicletTaste WASD evidentiate,Free DOS,"Laptop Gaming Lenovo Legion Y7000 cu procesor Intel Core i7-9750H pana la 4.50 GHz, 15.6"", Full HD, IPS, 8GB, 256GB SSD M.2, NVIDIA GeForce GTX 1650 4GB GDDR5, Free DOS, Black",3999.99,4499.99,2,3.00,4.5 GHz,,4.2,Legion Y7000 Series,,,2,,32 GB,,,GeForce ExperienceDirectX 12nVidia G-SyncnVidia GameWorksnVidia CUDAnVidia PhysXnVidia SurroundnVidia AnselnVidia GameStream,Harman KardonDolby Atmos,4 W,GTX 1650,4096 MB,GDDR5,,60 Hz,,,250 niti,,
31,AMD,Ryzen 7,3750H,Zen,4,2.3 GHz,6144 KB,12 nm,AMD Radeon Vega 10 Graphics,15.6 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,,2400 MHz,HDD + SSD,256 GB,M.2,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereoMicrofon,1 x USB 2.01 x Audio Out/Microfon1 x HDMI 2.02 x USB 3.2 Type A Gen 1,,10/100/1000,802.11 ac,,360 x 26 x 262 cm,2.2 Kg,Kensington Lock,Tastatura internationala,,Negru,Camera webTastatura ChicletTastatura iluminata RGB,Free DOS,"Laptop Gaming ASUS TUF FX505DT cu procesor AMD Ryzen 7-3750H pana la 4.0GHz, 15.6"", Full HD, 120Hz, 8GB, 1TB HDD, 256GB SSD M.2, NVIDIA GeForce GTX 1650 4GB GDDR5, Free DOS, Black",4599.98,4599.98,6,4.17,4 GHz,Nu,5.0,ASUS FX505DT,,,2,8192 MB,32 GB,1 TB,5400 rpm,,DTS,,GTX 1650,4096 MB,GDDR5,,120 Hz,,,,,
32,Intel,i7,8565U,Whiskey Lake,4,1.8 GHz,8192 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCDLED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,,SSD,256 GB,M.2,Dedicata,nVidia GeForce MX,VGA,Difuzoare stereoMicrofon,2 x USB 2.01 x USB 3.11 x HDMI1 x USB type C1 x Audio Out/Microfon,Micro SDMicro SDXC,,802.11 ac,Da,360 x 22.9 x 235 mm,1.9 Kg,Parola BIOSTPM,Tastatura internationala,Adaptor 65W,Gri,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura Chiclet,Free DOS,"Laptop Asus X509FJ cu procesor Intel Core i7-8565U pana la 4.6 GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, NVIDIA GeForce MX230 2GB, Free DOS, Slate Gray",2999.99,3599.99,1,5.00,4.6 GHz,,4.1,,,,,4096 MB,12 GB,,,DirectX 12,ICEpowerSonic Master,,MX230,2048 MB,GDDR5,,60 Hz,,,,,
33,Intel,i7,8750H,Coffee Lake,6,2.2 GHz,9216 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,TN,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2666 MHz,SSHD,,,Dedicata,nVidia GeForce GTX,HD,Difuzoare stereoMicrofoane duale,2 x USB 3.01 x USB 2.01 x HDMI1 x RJ-451 x Audio Out/Microfon,,10/100/1000,802.11 ac 2x2,Da,384 x 262 x 25 mm,2.3 Kg,Kensington LockParola BIOSParola HDD,Tastatura internationala,,Gri,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura ChicletRata refresh ecran 120Hz,Free DOS,"Laptop Gaming ASUS TUF FX504GM cu procesor Intel Core i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 120Hz, 8GB, 1TB SSHD, NVIDIA GeForce GTX 1060 6GB, Free DOS, Gun Metal",4199.99,5399.99,5,2.60,4.1 GHz,Nu,5.0,,,,2,,32 GB,1 TB,5400 rpm,DirectX 12NVIDIA GSYNCGeForce Experience,DTSDTS HEADPHONE:X,4 W,,6144 MB,GDDR5,,120 Hz,,,,,
34,Intel,i7,8565U,Whiskey Lake,4,1.8 GHz,8192 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,HDD,,,Dedicata,nVidia GeForce MX,VGA,Difuzoare stereoMicrofon,1 x USB 3.02 x USB 2.01 x HDMI1 x USB 3.1 type C1 x Audio Out/Microfon,Micro SDMicro SDHCMicro SDXC,,802.11 ac,Da,360.2 x 22.9 x 234.9 mm,1.8 Kg,Parola BIOS,Tastatura internationala,Adaptor 65W,Gri,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura Chiclet,Endless OS,"Laptop ASUS X509FB cu procesor Intel Core i7-8565U pana la 4.60 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB, NVIDIA GeForce MX110 2GB, Endless OS, Slate Gray",2799.99,3399.99,Adauga,,4.6 GHz,,4.2,ASUS X509FB,,,1,4096 MB,20 GB,1 TB,5400 rpm,DirectX 12GeForce Experience,Waves MaxxAudio Pro,,MX110,2048 MB,GDDR5,,60 Hz,,,,,
35,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,8 GB,DDR4,,,HDD,,,Dedicata,nVidia GeForce MX,VGA,Difuzoare stereoMicrofon,1 x USB 3.02 x USB 2.01 x HDMI1 x USB 3.1 type C1 x Audio Out/Microfon,Micro SDMicro SDHCMicro SDXC,,802.11 ac,Da,360.2 x 22.9 x 234.9 mm,1.8 Kg,Cititor de amprentaParola BIOS,Tastatura internationala,Adaptor 65W,Gri,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura Chiclet,Endless OS,"Laptop ASUS X509FB cu procesor Intel Core i5-8265U pana la 3.9 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB, NVIDIA GeForce MX110 2GB, Endless OS, Slate Gray",2399.99,2849.99,1,5.00,3.9 GHz,,4.2,ASUS X509FB,,,1,4096 MB,12 GB,1 TB,5400 rpm,DirectX 12GeForce Experience,Waves MaxxAudio Pro,,MX110,2048 MB,GDDR5,,60 Hz,,,,,
36,Intel,i5,,Coffee Lake,4,1.4 GHz,,14 nm,Intel Iris Plus Graphics 645,13.3 inch,,LEDIPSRetina,Glossy,2560 x 1600,8 GB,LPDDR3,,2133 MHz,SSD,128 GB,,Integrata,Intel Iris,HD,Difuzoare stereoTrei microfoane,2 x Thunderbolt v31 x Audio Out/Microfon,,,802.11 ac,,304.1 x 14.9 x 212.4 mm,1.37 Kg,Touch ID,Tastatura internationala,Adaptor USB-C 61W,Space Grey,Camera webTouchpad care accepta gesturi de atingeri multipleTouch BarTouch ID,Mac OS,"Laptop Apple MacBook Pro 13"" Touch Bar, procesor Intel Core i5 1.4GHz, 8GB, 128GB SSD, Intel Iris Plus Graphics 645, Space Grey, INT KB",7399.99,7399.99,2,5.00,3.9 GHz,,5.0,Apple MacBook Pro 13,Aluminiu,10 h,,8192 MB,,,,,,,,,,,,,,,,
37,Intel,i3,8145U,Whiskey Lake,2,2.1 GHz,4096 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,4 GB,DDR4,,2400 MHz,SSD,256 GB,SATA 3,Dedicata,nVidia GeForce MX,VGA,Difuzoare stereoMicrofon,1 x USB 3.02 x USB 2.01 x HDMI1 x USB 3.1 type C1 x Audio Out/Microfon,Micro SDMicro SDHCMicro SDXC,,802.11 ac,Da,360 x 22.9 x 235 mm,1.9 Kg,Parola BIOSTPM,Tastatura internationala,Adaptor 65W,Gri,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura Chiclet,Endless OS,"Laptop ASUS X509FB cu procesor Intel Core i3-8145U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 4GB, 256GB SSD, NVIDIA GeForce MX110 2GB, Endless OS, Slate Gray",1999.99,2599.99,4,5.00,3.9 GHz,,4.1,ASUS X509FB,,,1,4096 MB,12 GB,,,DirectX 12GeForce Experience,ICEpowerSonic Master,,MX110,2048 MB,GDDR5,,60 Hz,,,,,
38,Intel,i5,,,2,1.6 GHz,4096 KB,14 nm,Intel UHD Graphics 617,13.3 inch,,IPSRetina,Glossy,2560 x 1600,8 GB,LPDDR3,,2133 MHz,SSD,128 GB,,Integrata,Intel UHD,HD,Difuzoare stereoTrei microfoane,2 x Thunderbolt v31 x Audio Out/Microfon,,,802.11 ac,,304.1 x 0.41 - 15.6 x 212.4 mm,1.25 Kg,TouchID,Tastatura internationala,,Space Grey,Tastatura iluminataTouchpad care accepta gesturi de atingeri multipleSenzor lumina ambientalaCititor amprentaTouchpad cu Force Touch,Mac OS,"Laptop Apple MacBook Air 13 ecran Retina, procesor Intel Core i5 1.6GHz, 8GB, 128GB SSD, Intel UHD Graphics 617, Space Grey, INT KB",6199.99,6199.99,Adauga,,3.6 GHz,,4.2,Apple MacBook Air 13,Aluminiu,13 h,,8192 MB,,,,,,,,,,,,,,,,
39,Intel,i7,9750H,Coffee Lake,6,2.6 GHz,12288 KB,14 nm,Intel UHD Graphics 630,15.6 inch,Full HD,IPS,Anti-Glare,1920 x 1080,16 GB,DDR4,2,2666 MHz,SSD,,,Dedicata,nVidia GeForce RTX,HD,Difuzoare stereoMicrofoane duale,1 x Mini DisplayPort1 x RJ-451 x USB 3.1 type C3 x USB 3.11 x Audio Out/Microfon1 x HDMI 2.0,,,802.11 ac 2x2,Da,360 x 24.2 - 25.9 x 267 mm,2.3 Kg,Kensington LockParola BIOS,Tastatura internationala,Adaptor 230W,Negru,Tastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura ChicletDual Cooling FansRata refresh ecran 144HzEcran 300 nits,,"Laptop Gaming Lenovo Legion Y540-15IRH cu procesor Intel Core i7-9750H pana la 4.5 GHz, 15.6"", Full HD, 144 Hz, 16GB, 512GB SSD M.2, NVIDIA GeForce RTX 2060 6GB, Free DOS, Black",6999.99,6999.99,2,5.00,4.5 GHz,Nu,4.2,,,5 h,2,,32 GB,,,nVidia RTXGeForce ExperienceDirectX 12nVidia G-SyncnVidia PhysXnVidia SurroundnVidia FXAA,Dolby AtmosHD Audio,4 W,RTX 2060,6144 MB,GDDR6,Harman Kardon,,,,,,
40,Intel,i5,,,2,1.6 GHz,4096 KB,14 nm,Intel UHD Graphics 617,13.3 inch,,IPSRetina,Glossy,2560 x 1600,8 GB,LPDDR3,,2133 MHz,SSD,128 GB,,Integrata,Intel UHD,HD,Difuzoare stereoTrei microfoane,2 x Thunderbolt v31 x Audio Out/Microfon,,,802.11 ac,,304.1 x 0.41 - 15.6 x 212.4 mm,1.25 Kg,TouchID,Tastatura internationala,,Silver,Tastatura iluminataTouchpad care accepta gesturi de atingeri multipleSenzor lumina ambientalaCititor amprentaTouchpad cu Force Touch,Mac OS,"Laptop Apple MacBook Air 13 ecran Retina, procesor Intel Core i5 1.6GHz, 8GB, 128GB SSD, Intel UHD Graphics 617, Silver, INT KB",5499.99,6199.99,Adauga,,3.6 GHz,,4.2,Apple MacBook Air 13,Aluminiu,13 h,,8192 MB,,,,,,,,,,,,,,,,
41,Intel,i5,8250U,Kaby Lake R,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,256 GB,M.2,Dedicata,nVidia GeForce MX,HD,Difuzoare stereoMicrofon,2 x USB 3.11 x Audio Out1 x USB 2.01 x HDMI1 x RJ-45,SDSDHCSDXC,10/100/1000,802.11 ac,Da,376 x 246 x 22.5 mm,1.77 Kg,Parola BIOSParola HDDKensington MicroSaver,Tastatura internationala,,Negru,Camera webTouchpad care accepta gesturi de atingeri multiple,Free DOS,"Laptop HP 15-da0048nq cu procesor Intel Core i5-8250U pana la 3.40 GHz, 15.6, Full HD, 8GB, 256GB SSD, GeForce MX110 2GB, Free Dos, Black",2999.99,2999.99,18,4.67,3.4 GHz,Da,4.2,HP 15 Series,,13.15 h,2,,,,,DirectX 12,,,MX110,2048 MB,DDR3,,,,,,,
42,Intel,i3,8145U,,,3.9 GHz,,,Intel HD Graphics 620,14 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,,,,SSD,256 GB,M.2,Integrata,Intel UHD,HD,Difuzoare stereo,1 x Microfon2 x USB 3.11 x Jack 3.5 mm1 x HDMI1 x USB type C,SD,10/100/1000,802.11 ac,Nu,323.6 x 17.9 x 228 mm,1.55 Kg,,Tastatura internationala,Incarcator,Roz,Tastatura iluminata,Free DOS,"Laptop ultraportabil Lenovo Ideapad S340-14IWL cu procesor Intel Core i3-8145U pana la 3.90 GHz, 14"", Full HD, IPS, 8GB, 256GB SSD M.2, Intel UHD Graphics 620, Free DOS, Sand Pink",2099.99,2399.99,1,5.00,,Nu,4.2,IdeaPad S340 Series,Plastic,9 h,,,,,,,Dolby Audio,2 W,,,,,,,,,,
43,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,LCDLED,Anti-Glare,1920 x 1080,8 GB,DDR4,1,,SSD,256 GB,M.2,Dedicata,nVidia GeForce MX,VGA,Difuzoare stereoMicrofon,2 x USB 2.01 x USB 3.11 x HDMI1 x USB type C1 x Audio Out/Microfon,Micro SDMicro SDXC,,802.11 ac,Da,360 x 22.9 x 235 mm,1.9 Kg,Parola BIOSTPM,Tastatura internationala,Adaptor 65W,Gri,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura Chiclet,Free DOS,"Laptop ASUS X509FL cu procesor Intel Core i5-8265U pana la 3.9 GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, NVIDIA GeForce MX250 2GB, Free DOS, Slate Gray",2499.99,2999.99,Adauga,,3.9 GHz,,4.1,,,,,4096 MB,12 GB,,,DirectX 12,ICEpowerSonic Master,,MX250,2048 MB,GDDR5,,60 Hz,,,,,
44,Intel,i7,8565U,Whiskey Lake,4,1.8 GHz,8192 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,TN,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,,,Integrata,Intel UHD,HD,Difuzoare stereoMicrofon,2 x USB 3.11 x HDMI1 x RJ-451 x USB 3.1 type C1 x Audio Out/Microfon,,10/100/1000,802.11 ac,Da,363 x 22.9 x 254.6 mm,2.1 Kg,Parola BIOSParola HDDSecurity lockTPM 2.0 (Trusted Platform Module),Tastatura internationala,Adaptor 45W,Albastru inchis,Touchpad care accepta gesturi de atingeri multipleTastatura ChicletCamera web 720pBaterie 3 celulePrivacy Filter la camera web,,"Laptop Lenovo Ideapad L340-15IWL cu procesor Intel Core i7-8565U pana la 4.6 GHz, 15.6"", Full HD, 8GB, 512GB SSD M.2, DVD-RW, Intel UHD Graphics 620, Free DOS, Abyss Blue",2849.99,3099.99,1,5.00,4.6 GHz,Da,4.2,IdeaPad L340 Series,,9.5 h,1,,16 GB,,,DirectX 12,Dolby Audio,3 W,,,,,,,,,,
45,Intel,i5,,,2,1.6 GHz,4096 KB,14 nm,Intel UHD Graphics 617,13.3 inch,,IPSRetina,Glossy,2560 x 1600,8 GB,LPDDR3,,2133 MHz,SSD,128 GB,,Integrata,Intel UHD,HD,Difuzoare stereoTrei microfoane,2 x Thunderbolt v31 x Audio Out/Microfon,,,802.11 ac,,304.1 x 0.41 - 15.6 x 212.4 mm,1.25 Kg,TouchID,Tastatura internationala,,Gold,Tastatura iluminataTouchpad care accepta gesturi de atingeri multipleSenzor lumina ambientalaCititor amprentaTouchpad cu Force Touch,Mac OS,"Laptop Apple MacBook Air 13 ecran Retina, procesor Intel Core i5 1.6GHz, 8GB, 128GB SSD, Intel UHD Graphics 617, Gold, INT KB",6199.99,8849.00,1,5.00,3.6 GHz,,4.2,Apple MacBook Air 13,Aluminiu,13 h,,8192 MB,,,,,,,,,,,,,,,,
46,Intel,i7,8565U,Whiskey Lake,4,1.8 GHz,8192 KB,14 nm,Intel UHD Graphics 620,15.6 inch,Full HD,TN,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,256 GB,,Integrata,Intel UHD,VGA,Difuzoare stereoMicrofon,2 x USB 3.11 x USB 2.01 x HDMI1 x Audio Out/Microfon,SDSDHCSDXCMMC,,802.11 ac,Da,362.2 x 19.9 x 251.5 mm,1.85 Kg,Parola BIOSParola HDDTPM 2.0 (Trusted Platform Module),Tastatura internationala,Adaptor 45W,Gri,Camera webTouchpad care accepta gesturi de atingeri multiple,Free DOS,"Laptop Lenovo Ideapad S145-15IWL cu procesor Intel Core i7-8565U pana la 4.60 GHz Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Free DOS, Grey",2499.99,3099.99,1,5.00,4.6 GHz,,4.2,,,5.5 h,1,,12 GB,,,DirectX 12,HD AudioDolby Audio,3 W,,,,,,,,,,
47,Intel,i5,7200U,Kaby Lake,2,2500 MHz,3072 KB,14 nm,Intel HD Graphics 620,15.6 inch,Full HD,TN,Anti-Glare,1920 x 1080,4 GB,DDR4,,2133 MHz,HDD,,,Dedicata,AMD Radeon,HD,Difuzoare stereoMicrofon,2 x USB 3.01 x Card Reader1 x HDMI1 x RJ-45,SDSDHCSDXCMMC,,802.11 ac,Da,375 x 22.3 x 253 mm,1.8 Kg,,Tastatura UK,,Iron Grey,,Free DOS,"Laptop Lenovo V130-15IKB cu procesor Intel Core i5-7200U pana la 3.10 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, Radeon 530 2GB, Free DOS, Iron Grey",1899.99,2499.99,3,3.67,3100 MHz,Da,Bluetooth 4.1,V130 Series,,6 h,,,,1 TB,5400 rpm,,Dolby Audio,,530,2048 MB,,,,,,,,
48,Intel,i3,7020U,Kaby Lake,,2.3 GHz,3072 KB,14 nm,Intel HD Graphics 620,15.6 inch,HD,WLEDVA,Anti-Reflective,1366 x 768,4 GB,DDR4,1,2133 MHz,HDD,,,Integrata,Intel HD,VGA,Difuzoare stereoMicrofon,2 x USB 3.11 x USB 2.01 x HDMI1 x RJ-451 x Audio Out/Microfon,SDSDHCSDXCMMC,10/100/1000,802.11 b/g/n,Da,376 x 22.5 x 246 mm,2.04 Kg,Parola BIOSParola HDDKensington MiniSaver,Tastatura internationala,Adaptor 45W,Negru,Camera webTouchpad care accepta gesturi de atingeri multiple,Windows 10 Home,"Laptop HP 15-da0190nq cu procesor Intel Core i3 7020U 2.30 GHz, Kaby Lake, 15.6"", 4GB, 1TB, Intel HD Graphics 620, Microsoft Windows 10, Black",1699.99,2299.99,2,1.00,,Nu,4.2,,,13 h,,,,1 TB,5400 rpm,,,,,,,,,,,,,
49,Intel,i5,8265U,Whiskey Lake,4,1.6 GHz,6144 KB,14 nm,Intel UHD Graphics 620,14 inch,Full HD,LCD LED,Anti-Glare,1920 x 1080,8 GB,LPDDR3,,2133 MHz,SSD,512 GB,M.2,Integrata,Intel UHD,HD,Difuzoare stereoMicrofoane duale,1 x USB 3.11 x USB 2.01 x HDMI1 x Audio Out/Microfon1 x USB 3.1 type C Gen 2,SD,,802.11 ac,,319 x 15.9 x 199 mm,1.09 Kg,TPM (Trusted Platform Module)Parola BIOSParola HDD,Tastatura internationala,Adaptor 45W,Silver,Tastatura iluminataTouchpad care accepta gesturi de atingeri multipleTastatura ChicletTouchpad cu tastatura numerica integrataCamera web IR / RGB,Windows 10 Home,"Laptop ultraportabil ASUS ZenBook 14 UX433FA cu procesor Intel Core i5-8265U pana la 3.9 GHz, 14"", Full HD, 8GB, 512GB SSD M.2, Intel UHD Graphics 620, Windows 10, Silver Metal",3599.99,4799.99,Adauga,,3.9 GHz,Nu,5.0,ASUS UX433FA,,,,8192 MB,,,,DirectX 12,Harman Kardon,,,,,Harman Kardon,,,,,,
50,Intel,i7,8550U,Kaby Lake R,4,1.8 GHz,8192 KB,14 nm,Intel UHD Graphics 620,14 inch,Full HD,IPS,Anti-Glare,1920 x 1080,8 GB,DDR4,1,2400 MHz,SSD,512 GB,M.2,Integrata,Intel UHD,HD,Difuzoare stereoMicrofoane duale,2 x USB 3.01 x Jack 3.5 mm1 x HDMI1 x USB 3.1 type C,SDSDHCSDXCMMC,,802.11 ac,Nu,323.1 x 234.8 x 18.95 mm,1.67 Kg,Parola BIOSParola HDDSecurity lockTPM 2.0 (Trusted Platform Module),Tastatura internationala,,Bluemarin,Camera webTastatura iluminataTouchpad care accepta gesturi de atingeri multiple,Free DOS,"Laptop ultraportabil Lenovo IdeaPad 330S-14IKB cu procesor Intel Core i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", Full HD, IPS, 8GB, 512GB SSD, Intel UHD Graphics 620, Free DOS, Mid Night Blue",3099.99,3499.99,4,5.00,4 GHz,Nu,4.1,IdeaPad 330S Series,Aluminiu,7 h,1,4096 MB,12 GB,,,DirectX 12,HD AudioDolby Audio Premium,4 W,,,,,,,Nu,,,
51,Intel,Celeron,3867U,Kaby Lake R,2,1.8 GHz,2048 KB,14 nm,Intel HD Graphics 610,15.6 inch,HD,LCD LED,Anti-Glare,1366 x 768,4 GB,DDR4,,2133 MHz,HDD,,,Integrata,Intel HD,HD,Difuzoare stereoMicrofon,2 x USB 3.01 x HDMI1 x RJ-451 x Audio Out/Microfon,SDSDHCSDXCMMC,10/100/1000,802.11 ac,Da,375 x 22.3 x 253 mm,1.8 Kg,Parola HDDSecurity lockTPM 2.0 (Trusted Platform Module),Tastatura UK,,Gri,Camera webTouchpad care accepta gesturi de atingeri multipleTastatura ergonomica,Free DOS,"Laptop Lenovo V130-15IKB, cu procesor Intel Celeron 3867U 1.80 GHz, Dual Core, 15.6"", HD, 4GB, 1TB HDD, Intel HD Graphics 610, Free DOS, Iron Grey",899.99,1049.99,1,2.00,,Nu,4.1,,,6 h,1,4096 MB,12 GB,1 TB,5400 rpm,,Dolby Audio,4 W,,,,,,,,,,
